id,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached_on_Time
507,F,Ship,4,4,135,3,medium,M,2,5016,0
508,A,Ship,3,1,257,4,low,M,8,4692,1
509,B,Flight,5,4,235,3,medium,F,8,4636,0
510,F,Flight,4,5,263,3,medium,F,6,5445,0
511,A,Ship,6,1,205,5,low,M,14,3213,1
512,F,Flight,5,1,250,4,medium,M,4,1438,0
513,A,Ship,2,2,190,8,medium,M,33,3448,1
514,C,Road,4,1,168,2,low,F,41,1515,1
515,A,Ship,3,4,137,3,medium,F,17,1212,1
516,C,Ship,6,2,255,4,medium,F,3,1355,0
517,F,Flight,5,2,128,5,medium,F,45,1707,1
518,C,Ship,5,2,134,4,low,M,5,5090,0
519,D,Flight,3,2,220,3,low,M,8,5032,1
520,F,Ship,4,5,275,3,medium,M,1,5394,1
521,C,Road,3,5,259,3,medium,M,7,4480,1
522,C,Ship,5,1,160,3,medium,M,3,5839,0
523,B,Ship,4,4,207,3,low,M,9,4314,0
524,F,Ship,5,1,194,7,medium,M,8,4770,0
525,D,Ship,5,4,190,3,medium,F,4,4424,1
526,F,Ship,4,1,140,3,medium,F,1,1464,1
527,B,Ship,3,2,116,2,low,F,22,1430,1
528,F,Ship,2,5,151,3,low,M,34,1652,1
529,B,Road,4,1,260,3,low,M,9,4239,0
530,B,Ship,4,5,194,8,medium,F,9,4843,1
531,C,Ship,3,2,260,4,high,F,3,4423,0
532,B,Road,3,2,189,3,medium,M,38,2108,1
533,A,Ship,2,4,166,3,low,M,8,4968,1
534,B,Ship,4,1,202,2,medium,M,10,5428,1
535,B,Flight,5,1,243,5,medium,M,8,1732,0
536,A,Ship,6,1,259,4,low,F,4,1198,0
537,A,Ship,2,5,150,3,low,F,16,1738,1
538,C,Ship,4,1,149,3,medium,F,8,1136,0
539,F,Ship,5,4,154,2,low,F,5,5528,0
540,F,Ship,3,4,197,2,low,F,3,4865,0
541,B,Road,3,3,252,2,medium,F,48,2102,1
542,F,Road,5,4,267,5,low,M,9,1017,0
543,D,Ship,4,1,266,4,low,M,3,5773,1
544,B,Ship,6,4,227,5,medium,F,8,4388,0
545,B,Ship,6,2,289,5,medium,F,10,1607,1
546,D,Flight,3,2,202,2,medium,M,5,5135,1
547,C,Ship,6,3,278,4,high,F,3,1033,0
548,A,Ship,5,3,229,2,medium,M,10,5149,0
549,F,Ship,5,3,181,3,high,M,7,5675,1
550,D,Ship,5,3,162,2,low,F,14,1045,1
551,B,Ship,5,4,164,3,low,M,9,5135,1
552,C,Road,6,1,246,4,medium,M,4,1504,1
553,F,Road,4,3,270,5,low,F,3,1786,1
554,B,Road,5,1,251,4,medium,M,10,5931,0
555,D,Road,3,3,189,3,high,M,9,4278,1
556,C,Flight,2,5,254,2,low,M,10,5718,1
557,B,Ship,4,3,99,6,medium,M,9,5903,0
558,F,Ship,5,2,176,4,low,M,2,4893,0
559,C,Flight,5,5,260,5,low,F,2,1128,0
560,A,Ship,4,5,215,2,medium,F,34,2258,1
561,B,Road,5,4,260,3,low,M,8,4535,0
562,B,Ship,7,1,258,4,low,F,3,1482,0
563,A,Flight,5,5,132,2,high,M,6,4392,0
564,A,Ship,3,2,149,3,medium,F,7,4049,1
565,F,Ship,3,5,157,2,medium,F,4,5991,0
566,F,Ship,3,1,209,2,medium,F,3,4184,0
567,A,Ship,4,2,270,5,low,F,10,1340,0
568,A,Road,3,4,167,3,low,M,14,1420,1
569,C,Ship,5,5,226,3,medium,F,65,3840,1
570,F,Road,5,5,190,4,medium,M,12,2947,1
571,D,Ship,4,5,227,3,low,M,65,3984,1
572,B,Ship,3,3,132,2,medium,F,8,5810,1
573,A,Flight,4,5,178,2,high,M,5,5403,0
574,F,Ship,4,1,239,5,low,F,8,1048,0
575,D,Ship,3,1,152,3,low,F,3,5839,1
576,B,Road,3,2,162,3,medium,M,6,4505,1
577,A,Ship,3,1,198,4,medium,F,44,2848,1
578,F,Flight,5,1,237,2,low,F,10,3860,1
579,F,Road,4,4,150,2,medium,F,1,4711,1
580,B,Ship,5,3,205,4,low,M,9,4277,0
581,F,Ship,5,5,207,4,low,F,1,5035,0
582,B,Flight,2,1,271,3,low,M,1,4537,0
583,D,Ship,3,1,238,2,medium,M,5,4355,1
584,C,Ship,3,3,257,2,medium,M,5,4681,1
585,A,Ship,6,5,246,5,high,F,3,4660,1
586,A,Road,4,1,220,5,low,F,9,1817,0
587,D,Ship,4,5,137,2,medium,F,14,1796,1
588,A,Ship,2,2,157,2,medium,M,9,5875,0
589,F,Road,4,5,135,2,high,F,22,1195,1
590,F,Ship,4,4,249,3,medium,F,36,3769,1
591,A,Ship,3,1,235,3,low,F,9,5735,0
592,B,Ship,3,1,254,3,medium,M,6,3496,1
593,C,Ship,4,1,177,2,low,M,2,5911,0
594,F,Ship,4,4,101,5,low,F,8,4192,0
595,A,Ship,4,2,136,4,medium,M,9,5038,0
596,D,Ship,3,5,202,2,medium,M,3,5746,1
597,D,Road,4,2,202,3,low,M,8,4575,1
598,B,Ship,3,1,198,2,medium,F,49,3573,1
599,A,Ship,3,4,214,2,low,M,50,3881,1
600,A,Ship,5,1,134,2,low,M,8,5646,0
601,B,Ship,5,5,229,2,medium,F,59,3844,1
602,F,Ship,6,5,273,5,medium,M,10,5756,1
603,F,Ship,2,5,170,8,low,M,14,1396,1
604,B,Ship,3,1,171,2,low,M,10,5379,1
605,B,Ship,3,4,240,2,low,M,8,3883,1
606,C,Ship,4,2,238,2,high,M,17,3358,1
607,C,Road,4,3,204,2,low,F,7,4717,1
608,D,Flight,3,5,206,4,low,M,6,5038,0
609,D,Road,4,5,169,10,medium,F,6,4385,0
610,B,Ship,4,2,266,3,medium,F,2,5252,1
611,D,Ship,4,3,143,2,medium,F,64,1910,1
612,B,Flight,3,5,210,3,low,M,6,5566,0
613,A,Ship,4,1,186,3,low,F,6,4758,0
614,C,Road,5,3,256,6,medium,M,3,1441,0
615,F,Ship,3,1,217,4,medium,F,1,5761,1
616,D,Road,4,3,223,10,low,F,21,2943,1
617,F,Ship,4,5,215,3,medium,F,21,3984,1
618,F,Ship,4,3,186,3,low,M,2,4437,1
619,D,Ship,4,4,211,4,medium,M,8,4747,1
620,F,Ship,4,3,229,3,low,F,3,5027,0
621,C,Road,3,1,221,3,high,M,3,5005,1
622,F,Ship,3,5,137,3,high,F,28,1815,1
623,F,Ship,2,1,209,5,low,F,64,2016,1
624,B,Ship,4,1,148,3,low,M,30,1731,1
625,B,Ship,5,4,165,4,medium,M,7,5091,1
626,F,Ship,3,3,155,3,low,F,3,5768,0
627,C,Ship,5,4,224,6,low,F,6,1049,1
628,A,Ship,6,1,271,4,low,F,9,1302,0
629,A,Ship,4,5,134,3,low,F,8,5694,0
630,B,Ship,3,2,196,6,low,M,6,5414,0
631,F,Ship,3,4,136,2,medium,F,54,1056,1
632,F,Ship,4,4,229,6,medium,F,8,1175,0
633,B,Ship,4,5,242,2,low,F,1,5682,1
634,B,Road,2,1,115,3,high,M,42,1247,1
635,F,Ship,2,1,203,4,medium,F,4,4145,0
636,B,Ship,5,1,234,2,low,M,12,2372,1
637,B,Road,4,4,204,3,medium,M,8,5614,0
638,B,Flight,4,3,256,3,low,F,4,5068,1
639,D,Flight,4,3,255,5,low,M,1,1192,0
640,A,Ship,5,1,151,3,medium,M,2,4172,1
641,D,Ship,3,2,181,2,low,F,6,5410,0
642,D,Ship,4,4,169,4,medium,F,8,5493,0
643,F,Ship,3,4,245,4,low,M,9,4139,0
644,F,Ship,3,2,159,2,medium,F,3,4876,0
645,C,Ship,5,3,184,5,low,M,3,5219,1
646,A,Ship,4,5,206,2,medium,F,10,4437,0
647,D,Ship,7,2,291,4,low,F,8,1275,0
648,B,Ship,4,2,145,3,medium,F,7,5823,0
649,C,Ship,4,4,206,4,medium,F,9,1074,1
650,C,Road,5,4,222,3,low,M,1,4834,1
651,D,Ship,3,5,227,4,low,F,9,4647,0
652,D,Ship,5,3,178,4,medium,M,10,5382,1
653,B,Ship,6,3,286,4,medium,M,4,1169,0
654,A,Flight,3,5,212,2,medium,M,56,3547,1
655,F,Road,5,2,245,5,low,F,9,1466,0
656,C,Ship,6,3,294,4,low,M,52,1667,1
657,F,Ship,3,5,171,2,medium,M,1,4783,1
658,A,Ship,3,2,158,7,medium,M,10,4244,1
659,F,Ship,5,3,266,3,low,M,4,4969,1
660,F,Ship,4,3,142,3,medium,F,6,5930,0
661,D,Ship,3,2,155,3,low,M,1,5731,1
662,F,Ship,2,3,158,3,low,M,10,1515,1
663,F,Flight,5,1,228,5,low,F,7,1818,0
664,A,Ship,6,1,103,4,low,M,2,5089,0
665,B,Ship,6,3,272,3,low,F,39,2518,1
666,F,Ship,4,4,143,8,medium,F,39,1345,1
667,D,Ship,5,2,241,3,low,M,39,3743,1
668,F,Flight,3,2,219,4,low,F,6,4314,1
669,F,Ship,4,2,270,2,high,F,3,4914,1
670,F,Flight,3,5,184,3,medium,M,1,4161,0
671,B,Ship,6,5,269,4,medium,F,7,1249,1
672,C,Road,5,4,179,6,medium,M,1,5433,0
673,F,Ship,5,4,241,2,medium,F,7,4413,0
674,D,Ship,2,5,113,5,low,M,43,1638,1
675,F,Flight,3,2,204,2,high,M,8,4562,1
676,A,Ship,2,5,247,4,medium,M,4,5255,1
677,A,Ship,2,1,211,3,low,M,6,1760,1
678,F,Ship,4,3,190,2,low,F,7,5834,1
679,D,Ship,2,4,193,4,low,M,7,5552,1
680,B,Road,5,3,265,5,low,F,3,1005,1
681,D,Ship,4,5,237,2,medium,F,6,5954,0
682,B,Ship,2,1,255,3,low,M,19,1551,1
683,D,Ship,3,4,254,2,medium,F,44,3786,1
684,D,Ship,6,1,300,5,low,F,10,1787,0
685,D,Ship,3,4,182,3,medium,F,2,5281,1
686,F,Road,5,5,221,3,medium,M,9,5295,0
687,F,Ship,6,1,250,4,low,M,4,1018,0
688,A,Flight,5,1,172,2,medium,F,3,4892,0
689,B,Ship,3,1,236,2,high,M,2,3949,1
690,C,Ship,4,3,250,2,low,F,46,2878,1
691,F,Ship,4,2,270,5,low,M,6,1520,0
692,B,Road,3,1,166,2,medium,F,9,5853,1
693,F,Ship,4,2,150,3,low,M,6,5787,1
694,D,Flight,5,5,156,2,low,M,44,1561,1
695,C,Ship,7,3,301,4,medium,M,1,1966,1
696,F,Ship,6,5,304,4,low,M,8,1755,1
697,D,Ship,5,1,267,3,low,M,7,5789,1
698,C,Road,5,4,228,5,low,M,5,1844,0
699,B,Road,4,1,258,3,medium,M,36,2211,1
700,D,Ship,6,5,310,4,medium,F,10,1553,0
701,F,Ship,4,5,241,4,medium,F,10,4126,1
702,C,Road,3,1,209,3,low,F,20,3181,1
703,F,Flight,4,1,152,3,medium,F,3,4250,1
704,D,Ship,4,1,258,3,low,F,10,4906,0
705,D,Ship,4,4,274,3,high,F,3,4202,1
706,D,Ship,2,3,123,2,medium,M,11,1383,1
707,F,Ship,4,4,165,5,low,M,21,1727,1
708,F,Road,6,4,160,2,low,F,31,1689,1
709,B,Ship,5,3,262,5,low,M,7,4157,0
710,F,Road,4,2,197,3,low,M,2,4113,1
711,B,Ship,4,1,241,5,low,F,4,1145,0
712,D,Ship,3,1,243,4,high,M,59,3838,1
713,F,Ship,4,1,221,5,medium,M,22,3075,1
714,F,Ship,3,1,166,3,medium,F,9,4251,0
715,A,Ship,4,1,167,3,high,F,22,1403,1
716,C,Ship,4,2,207,3,medium,F,5,4702,1
717,C,Road,4,4,205,3,low,M,6,4254,0
718,B,Flight,5,4,189,5,low,M,3,3301,1
719,A,Road,3,2,175,2,low,M,9,4859,0
720,F,Ship,3,2,183,5,low,F,2,1158,1
721,B,Flight,5,2,232,3,low,M,5,5607,1
722,D,Ship,5,4,160,3,high,M,10,5527,0
723,D,Ship,3,5,269,8,medium,M,8,4462,0
724,A,Flight,2,1,155,2,low,M,2,5661,1
725,A,Ship,3,4,157,3,low,F,32,1370,1
726,F,Ship,4,1,197,3,low,F,6,5032,0
727,F,Ship,4,3,272,3,medium,M,38,3705,1
728,B,Ship,3,1,253,3,high,M,8,5030,1
729,B,Road,5,2,253,2,medium,F,9,5530,0
730,F,Ship,4,2,136,4,low,F,3,4190,0
731,B,Road,3,1,220,2,high,F,40,3773,1
732,B,Road,2,2,163,3,medium,M,35,1547,1
733,F,Ship,4,1,166,5,low,F,9,4472,0
734,B,Road,3,1,233,3,medium,M,7,5331,0
735,F,Ship,5,1,265,3,high,M,5,4951,1
736,F,Flight,4,4,137,3,medium,F,8,4066,1
737,C,Ship,4,3,264,2,low,F,38,3877,1
738,F,Ship,5,2,167,4,low,M,10,4325,0
739,C,Ship,4,1,193,3,low,F,3,5919,0
740,B,Ship,6,2,266,4,medium,M,3,1090,0
741,D,Flight,4,2,203,3,low,F,4,5699,0
742,F,Ship,4,4,151,2,low,M,8,5724,0
743,D,Ship,3,5,260,2,medium,M,1,5970,0
744,F,Ship,5,4,260,6,low,F,2,1765,0
745,C,Ship,5,4,267,2,low,M,7,5292,0
746,F,Ship,4,1,171,2,medium,M,1,5635,0
747,B,Ship,4,5,135,3,low,F,6,4557,0
748,F,Ship,3,5,265,3,medium,M,4,4268,1
749,D,Road,4,4,271,6,high,M,3,5204,0
750,C,Ship,3,2,183,3,medium,M,9,4282,0
751,A,Ship,2,3,141,4,medium,M,8,4702,0
752,F,Ship,3,2,109,3,low,F,30,1597,1
753,F,Road,5,2,168,2,medium,M,20,1539,1
754,A,Flight,2,2,183,4,low,M,48,3374,1
755,D,Ship,4,1,177,4,low,F,13,1569,1
756,B,Ship,3,3,202,3,medium,F,35,3986,1
757,F,Ship,5,5,256,5,medium,M,2,1693,1
758,D,Ship,3,5,266,3,medium,M,16,2334,1
759,D,Ship,3,3,255,3,medium,M,23,3764,1
760,F,Ship,5,4,225,5,low,F,6,2000,0
761,F,Flight,4,4,175,3,low,F,6,4600,1
762,F,Ship,4,2,214,6,medium,M,9,4736,1
763,D,Flight,5,1,271,4,low,M,3,4610,1
764,F,Ship,4,4,227,2,low,F,7,4916,0
765,B,Road,5,5,257,4,medium,M,10,5180,1
766,D,Ship,4,3,148,2,low,M,29,1809,1
767,F,Ship,5,3,284,5,medium,F,4,5343,1
768,B,Ship,4,4,196,3,low,F,11,3244,1
769,D,Ship,6,1,266,4,low,M,9,1287,0
770,F,Ship,5,2,245,2,low,M,6,5366,1
771,F,Road,4,3,186,3,low,M,7,5156,1
772,F,Ship,3,1,183,2,medium,F,10,4598,0
773,F,Ship,3,1,270,3,medium,F,61,3582,1
774,A,Ship,4,3,261,3,low,F,6,2787,1
775,B,Flight,3,1,151,2,low,M,60,1925,1
776,B,Flight,5,5,240,3,medium,F,12,2723,1
777,D,Road,4,3,165,2,medium,M,10,4351,0
778,F,Ship,4,4,201,2,low,F,1,3147,1
779,F,Ship,3,3,201,2,low,F,2,5361,0
780,C,Ship,4,2,220,2,low,F,6,5543,0
781,A,Ship,5,3,242,3,low,F,10,4889,1
782,F,Ship,4,2,225,2,medium,F,5,5943,0
783,C,Ship,5,5,149,7,medium,F,50,1346,1
784,A,Ship,4,2,183,3,medium,F,12,3646,1
785,B,Ship,2,4,147,2,medium,F,65,1738,1
786,B,Road,4,3,102,3,medium,F,3,4845,1
787,F,Flight,4,4,275,3,high,M,29,2602,1
788,F,Ship,4,4,207,2,medium,M,35,2596,1
789,D,Road,4,1,202,3,high,M,59,2563,1
790,F,Ship,3,3,167,4,medium,M,1,5301,0
791,F,Ship,7,5,254,4,medium,F,6,1491,1
792,A,Flight,3,2,223,4,medium,M,3,5374,0
793,F,Ship,3,3,226,3,low,M,4,5048,0
794,B,Ship,5,3,201,2,low,M,4,3757,1
795,F,Road,3,1,258,2,medium,M,11,2791,1
796,C,Road,4,2,190,4,medium,M,61,2077,1
797,F,Ship,3,1,229,3,low,M,5,4971,1
798,B,Ship,3,2,205,3,high,M,3,4563,1
799,F,Ship,6,3,189,3,medium,F,3,5062,0
800,A,Ship,5,1,238,6,medium,M,10,5508,0
801,B,Ship,5,5,191,4,medium,F,10,4933,1
802,F,Ship,4,5,157,3,medium,M,2,5791,1
803,D,Ship,4,2,274,3,medium,F,7,4477,1
804,C,Flight,3,4,216,3,low,F,3,5149,0
805,F,Ship,4,3,250,3,high,F,4,5272,1
806,D,Ship,3,4,184,3,low,M,10,4776,0
807,F,Ship,3,2,194,3,low,F,3,5779,1
808,F,Ship,3,2,153,4,high,M,7,4750,1
809,D,Ship,4,1,234,3,low,F,8,4996,0
810,D,Road,5,1,158,3,low,M,9,1483,1
811,F,Flight,3,2,243,2,low,F,38,3850,1
812,F,Ship,4,2,229,4,low,M,8,5385,0
813,C,Road,4,3,175,2,low,M,25,1816,1
814,B,Ship,6,5,289,4,low,M,5,1600,1
815,F,Flight,6,3,255,4,medium,F,8,1805,0
816,F,Ship,5,1,269,3,medium,F,2,2136,1
817,F,Ship,4,4,246,3,low,M,2,5473,1
818,D,Road,3,2,245,3,low,F,61,2188,1
819,F,Road,5,4,262,6,low,M,3,1700,0
820,F,Road,5,1,238,3,high,M,2,5369,1
821,F,Ship,4,1,209,4,medium,F,1,5057,0
822,B,Flight,4,3,238,2,medium,M,43,2200,1
823,F,Road,2,3,194,4,medium,M,65,3795,1
824,F,Ship,6,3,269,4,medium,F,6,1822,1
825,F,Ship,5,4,281,4,medium,M,8,1220,0
826,B,Ship,3,2,191,4,medium,F,16,2277,1
827,D,Flight,5,4,263,3,medium,M,59,3978,1
828,B,Ship,4,3,224,3,medium,F,6,5054,1
829,B,Ship,3,3,275,3,medium,M,7,4968,0
830,B,Road,4,3,149,4,medium,M,1,4678,0
831,F,Ship,3,2,141,3,medium,F,41,1801,1
832,B,Ship,3,3,201,2,high,M,36,3340,1
833,F,Ship,4,4,252,5,medium,M,2,1995,1
834,A,Ship,5,5,194,4,medium,F,4,4003,0
835,F,Flight,4,4,282,6,medium,F,52,3009,1
836,F,Ship,4,3,197,3,medium,F,6,5395,0
837,F,Ship,5,5,152,6,medium,M,2,4915,1
838,B,Flight,4,3,149,3,medium,M,17,1990,1
839,D,Ship,6,1,264,3,high,F,5,4435,1
840,F,Ship,4,3,201,2,low,F,4,4955,1
841,B,Road,3,1,133,3,low,F,9,5724,0
842,F,Ship,5,3,173,3,low,M,5,5395,0
843,F,Ship,4,1,186,4,medium,F,57,3880,1
844,B,Road,4,5,254,3,low,M,29,3885,1
845,D,Ship,4,3,265,3,low,F,65,3578,1
846,F,Ship,3,3,113,3,low,F,43,1518,1
847,D,Ship,4,2,233,4,high,F,6,5256,0
848,A,Ship,3,4,166,2,medium,F,58,1319,1
849,F,Ship,3,2,197,3,medium,F,3,4491,0
850,F,Flight,4,5,134,3,medium,M,3,5000,1
851,A,Ship,6,4,272,4,low,F,7,1706,1
852,C,Ship,5,2,188,3,medium,F,50,3992,1
853,B,Road,2,3,225,7,high,M,7,4009,1
854,F,Ship,3,5,171,3,medium,M,5,4075,1
855,C,Road,6,1,308,4,low,F,7,1260,1
856,F,Ship,6,5,167,2,low,M,10,4013,1
857,D,Ship,5,1,262,3,medium,F,58,3599,1
858,C,Road,3,5,215,3,low,M,4,4828,1
859,A,Ship,6,4,306,4,low,F,6,1461,0
860,F,Ship,5,4,226,2,low,M,6,4547,0
861,C,Ship,3,1,202,3,medium,F,9,4322,0
862,F,Ship,3,3,229,2,medium,F,1,5670,0
863,C,Ship,2,4,189,3,low,M,3,5897,1
864,A,Ship,5,3,263,2,low,M,3,4474,1
865,F,Ship,5,3,186,2,medium,F,58,2259,1
866,B,Ship,3,4,254,2,high,F,41,3973,1
867,F,Ship,3,4,162,3,medium,M,7,5313,0
868,C,Road,3,4,199,3,medium,M,1,4490,1
869,D,Flight,3,3,263,3,medium,F,9,5665,1
870,A,Ship,3,3,140,2,medium,F,30,1547,1
871,F,Ship,5,4,222,6,low,F,9,1003,0
872,A,Road,3,3,274,3,low,F,5,5981,1
873,C,Ship,4,5,261,2,high,M,49,3045,1
874,F,Ship,5,4,192,3,medium,M,46,3709,1
875,B,Ship,3,4,238,2,low,M,3,4723,0
876,D,Flight,4,4,220,2,medium,F,7,2551,1
877,F,Ship,3,5,152,4,medium,M,2,4809,0
878,F,Flight,5,5,133,2,low,F,10,4398,0
879,B,Flight,5,1,270,2,high,M,10,5360,0
880,F,Ship,3,3,231,3,low,F,3,4649,1
881,F,Ship,2,5,206,3,low,F,46,2944,1
882,D,Road,3,1,135,3,low,F,38,1829,1
883,B,Ship,4,4,201,10,medium,M,17,2059,1
884,F,Flight,4,4,213,4,low,M,2,5857,1
885,F,Ship,4,2,155,5,low,F,48,1043,1
886,F,Road,5,5,132,3,low,M,5,4195,1
887,C,Flight,3,5,229,6,medium,M,22,2717,1
888,A,Flight,5,4,226,3,low,F,46,3149,1
889,D,Ship,2,1,147,3,low,M,3,4120,1
890,F,Ship,4,2,179,4,low,M,1,1063,1
891,F,Flight,3,3,168,2,high,M,10,5334,1
892,F,Ship,3,4,148,5,medium,F,50,1540,1
893,F,Ship,5,5,221,5,low,M,7,1958,1
894,A,Ship,3,3,262,2,low,F,10,5951,1
895,F,Ship,5,4,201,3,low,F,5,5137,0
896,D,Ship,3,1,249,3,low,F,43,3277,1
897,D,Ship,3,5,152,3,low,M,43,1282,1
898,D,Ship,3,4,254,2,medium,M,2,5957,0
899,B,Ship,5,1,167,2,low,M,62,1884,1
900,D,Ship,4,5,169,4,low,F,6,4213,0
901,F,Flight,4,2,182,3,medium,M,14,3413,1
902,F,Road,3,1,228,2,low,M,45,2257,1
903,B,Ship,4,5,177,2,low,M,47,1536,1
904,F,Flight,7,5,278,4,low,F,5,1572,1
905,A,Flight,4,4,193,3,medium,F,3,4596,0
906,F,Ship,4,5,149,3,low,M,9,4953,1
907,F,Road,2,3,133,4,low,F,5,5989,1
908,F,Ship,3,1,207,4,low,M,9,4252,0
909,A,Ship,2,2,157,3,low,M,1,1477,1
910,C,Flight,4,4,232,3,medium,F,61,2484,1
911,F,Flight,5,5,225,4,high,F,3,5274,1
912,C,Flight,5,1,241,5,medium,M,3,1379,0
913,D,Ship,4,5,270,4,low,M,65,1818,1
914,D,Road,5,3,216,3,medium,F,1,2434,1
915,F,Ship,2,2,170,3,high,F,7,4284,1
916,A,Ship,3,1,186,3,medium,F,4,5515,1
917,F,Ship,6,4,284,4,low,F,9,1845,1
918,A,Ship,5,3,221,5,low,F,8,1109,0
919,B,Road,3,1,242,4,low,M,10,4809,1
920,C,Ship,5,4,215,3,low,F,5,5552,1
921,F,Ship,3,4,260,3,low,F,8,5215,0
922,B,Ship,4,4,207,10,low,F,1,4602,0
923,F,Ship,4,1,208,3,medium,F,8,4890,1
924,C,Flight,4,4,214,3,low,M,36,2684,1
925,F,Ship,3,3,225,4,low,F,9,5468,1
926,D,Ship,3,1,192,3,medium,M,35,2258,1
927,A,Ship,5,2,174,4,medium,M,8,5627,1
928,D,Ship,2,2,237,5,low,F,6,4622,1
929,F,Ship,2,1,235,3,medium,F,6,4411,1
930,D,Ship,3,5,160,2,medium,F,41,1495,1
931,B,Ship,4,3,251,3,medium,M,5,4206,0
932,C,Ship,2,1,282,5,low,F,51,1362,1
933,B,Ship,3,4,268,2,medium,M,8,1991,1
934,F,Ship,4,3,242,2,medium,M,2,5879,0
935,F,Road,5,1,248,2,low,F,6,5281,0
936,F,Ship,3,5,231,2,medium,M,49,2341,1
937,B,Ship,4,1,266,3,low,F,23,3775,1
938,C,Ship,4,1,201,10,medium,M,37,3402,1
939,D,Ship,3,1,231,2,low,M,24,3811,1
940,B,Ship,3,2,166,2,medium,F,45,1741,1
941,C,Ship,3,4,188,5,low,F,3,4835,1
942,B,Ship,5,2,172,2,high,F,1,5112,0
943,F,Ship,3,4,186,2,medium,F,9,5841,0
944,F,Road,2,2,145,3,medium,F,5,6102,1
945,C,Ship,4,5,143,3,medium,M,2,5286,1
946,B,Flight,3,2,261,2,medium,M,10,4035,0
947,A,Ship,3,2,214,2,low,M,26,3503,1
948,C,Ship,4,2,260,2,low,M,7,5684,0
949,B,Ship,3,3,178,3,high,M,43,1517,1
950,B,Ship,6,3,304,5,medium,F,10,1254,1
951,B,Ship,4,2,166,4,low,F,63,1759,1
952,A,Ship,5,1,246,3,low,F,3,5013,0
953,C,Ship,4,5,146,4,low,F,25,1606,1
954,F,Road,5,4,195,2,low,M,4,3108,1
955,F,Ship,5,2,136,2,low,M,3,1370,0
956,F,Ship,5,1,139,3,medium,F,1,5953,1
957,F,Ship,4,5,199,2,low,F,8,4463,0
958,D,Ship,6,1,276,2,low,M,10,5108,0
959,F,Ship,4,4,256,5,high,M,1,1927,1
960,B,Ship,3,2,177,3,low,M,10,1641,1
961,F,Ship,4,4,147,4,low,F,8,5882,0
962,B,Ship,3,5,250,4,low,F,11,3464,1
963,C,Ship,4,4,249,10,medium,F,2,4190,0
964,A,Ship,6,4,306,4,low,F,8,1691,1
965,B,Road,4,2,265,6,low,M,8,1391,1
966,C,Ship,3,3,204,2,medium,M,6,5612,0
967,A,Flight,7,1,255,5,medium,M,10,1238,1
968,F,Ship,5,5,162,3,high,F,31,1364,1
969,D,Flight,4,3,192,4,high,M,7,4949,0
970,B,Flight,4,4,229,2,medium,M,45,3776,1
971,D,Ship,5,4,263,2,high,F,8,4914,0
972,C,Ship,4,4,201,10,low,M,3,4202,0
973,F,Ship,3,3,162,8,high,F,10,4842,0
974,A,Ship,3,3,261,3,medium,M,4,5482,1
975,D,Ship,3,5,196,3,high,F,4,4569,0
976,F,Ship,4,5,228,5,low,M,9,1381,0
977,F,Ship,5,4,136,3,medium,M,4,5413,0
978,F,Flight,3,4,270,2,low,M,4,4681,0
979,F,Ship,5,3,204,3,low,M,10,5610,1
980,F,Ship,4,3,275,5,low,M,2,4622,1
981,F,Road,4,2,247,5,low,M,10,1515,0
982,F,Ship,2,2,177,4,low,M,8,5878,1
983,B,Ship,4,1,194,3,medium,F,9,5804,0
984,F,Flight,4,5,152,7,low,M,9,4224,0
985,C,Road,4,3,196,2,medium,F,7,4116,1
986,A,Ship,5,2,150,3,medium,F,7,5980,0
987,D,Ship,4,2,225,2,medium,M,7,5241,1
988,C,Ship,6,3,256,5,low,F,1,1980,0
989,B,Ship,3,3,174,2,low,F,1,5556,0
990,D,Road,3,4,204,3,low,F,49,3225,1
991,F,Ship,5,1,193,2,low,M,8,5184,0
992,F,Ship,3,4,170,3,low,M,5,4716,1
993,A,Road,5,5,298,4,low,M,8,1631,0
994,A,Flight,4,2,249,6,low,F,9,1673,1
995,D,Ship,6,2,232,3,medium,F,7,5219,1
996,B,Ship,3,3,271,2,medium,M,15,3542,1
997,C,Ship,3,1,229,3,medium,M,7,5324,1
998,D,Ship,5,4,131,8,low,M,7,4471,0
999,D,Ship,6,4,275,4,low,F,3,1182,0
1000,A,Ship,3,1,266,3,low,F,8,4574,0
1001,F,Ship,4,4,185,3,low,F,2,5288,1
1002,F,Ship,3,4,264,3,low,M,8,4575,1
1003,F,Flight,5,3,178,2,medium,F,60,1830,1
1004,C,Flight,3,2,251,2,medium,F,4,4074,0
1005,A,Ship,3,2,168,3,medium,M,2,4231,0
1006,C,Ship,3,5,228,2,low,M,6,5893,0
1007,F,Ship,4,1,163,4,medium,M,2,5432,1
1008,D,Ship,3,3,147,2,low,F,52,1040,1
1009,F,Ship,5,1,258,5,high,F,9,1856,1
1010,B,Road,2,3,151,3,low,F,23,1930,1
1011,B,Flight,4,1,233,2,low,M,9,4799,1
1012,F,Ship,3,5,178,3,low,F,3,5540,0
1013,D,Road,4,3,217,2,medium,F,2,5442,0
1014,A,Ship,5,1,160,5,medium,F,16,1526,1
1015,A,Ship,2,4,126,5,medium,M,2,5461,0
